"","X","id","Handle","Text","Author","Category","Retweets","Favorites","first_word","second_word","third_word"
"1107",8587,1107,"_Disneyy_Quotes","A simple hello would do. Thank you very much.","Pooh","Movies",5,2,"simpl","thank","hello"
"1108",8596,1108,"_Disneyy_Quotes","A 4","year","Movies",0,0,NA,NA,NA
"1109",8597,1109,"_Disneyy_Quotes","Always let your conscience be your guide.","Pinocchio","Movies",6,5,"guid","conscienc","let"
"1110",8616,1110,"_Disneyy_Quotes","Anyone can. That doesn't mean that anyone should.","Remy (Ratatouille)","Movies",3,2,"anyon","doesnt","mean"
"1111",8625,1111,"_Disneyy_Quotes","The past is gone. I must move on.","Pocahontas (Pocahontas II)","Movies",0,0,"gone","past","move"
"1112",8627,1112,"_Disneyy_Quotes","I love you so. If only you could know.","Ariel (Little Mermaid Broadway)","Movies",0,2,"know","love",NA
"1113",8632,1113,"_Disneyy_Quotes","A simple life, they live in peace.","Tarzan","Movies",3,2,"peac","simpl","live"
"1114",8645,1114,"_Disneyy_Quotes","I've just met you and I love you.","Dug (Up)","Movies",3,6,"met","ive","just"
"1115",8646,1115,"_Disneyy_Quotes","For every laugh, there should be a tear.","Walt Disney","Movies",5,5,"tear","laugh","everi"
"1116",8661,1116,"_Disneyy_Quotes","A simple hello would do. Thank you very much.","Pooh","Movies",3,5,"simpl","thank","hello"
"1117",8665,1117,"_Disneyy_Quotes","It wasn't a dream at all. It was a memory.","Alice (Alice in Wonderland)","Movies",4,3,"wasnt","memori","dream"
"1118",8669,1118,"_Disneyy_Quotes","Simba: You're so weird. | Scar: You have no idea.","The Lion King","Movies",6,2,"scar","simba","weird"
"1119",8672,1119,"_Disneyy_Quotes","Could be worse. Not sure how, but it could be.","Eeyore","Movies",7,4,"wors","sure",NA
"1120",8673,1120,"_Disneyy_Quotes","Just remember to smile.","Elinor (Brave)","Movies",6,6,"rememb","smile","just"
"1121",8675,1121,"_Disneyy_Quotes","Anyone can. That doesn't mean that anyone should.","Remy (Ratatouille)","Movies",9,8,"anyon","doesnt","mean"
"1122",8683,1122,"_Disneyy_Quotes","Be strong. Never give up.","Jasmine (Aladdin Series)","Movies",5,3,"strong","give","never"
"1123",8684,1123,"_Disneyy_Quotes","You know, you don't talk very much. I like you.","Ellie (Up)","Movies",6,5,"talk","much","dont"
"1124",8685,1124,"_Disneyy_Quotes","When we work together, things are always better.","Pooh","Movies",5,5,"togeth","work","better"
"1125",8691,1125,"_Disneyy_Quotes","All I'm asking you is that you give me a chance.","Tinkerbell","Movies",6,8,"ask","chanc","give"
"1126",8695,1126,"_Disneyy_Quotes","A woman appreciates a man who can make her laugh.","Genie (Aladdin)","Movies",4,7,"appreci","woman","laugh"
"1127",8699,1127,"_Disneyy_Quotes","He loves me because I'm me.","Cinderella (Cinderella II)","Movies",6,8,"love",NA,NA
"1128",8700,1128,"_Disneyy_Quotes","People who don't think probably don't have brains.","Pooh","Movies",0,4,"brain","probabl","dont"
"1129",8709,1129,"_Disneyy_Quotes","If I do marry, I want it to be for love.","Jasmine (Aladdin)","Movies",5,9,"marri","want","love"
"1130",8720,1130,"_Disneyy_Quotes","Who says you have to grow up?","Walt Disney","Movies",7,5,"say","grow",NA
"1131",8721,1131,"_Disneyy_Quotes","Change is good. Yeah, but it's not easy.","The Lion King","Movies",4,5,"yeah","easi","chang"
"1132",8739,1132,"_Disneyy_Quotes","Nothing's impossible.","The Doorknob (Alice in Wonderland)","Movies",1,5,"imposs","noth",NA
"1133",8743,1133,"_Disneyy_Quotes","Once in a lifetime means there's no second chance.","Troy Bolton (High School Musical)","Movies",8,11,"lifetim","second","mean"
"1134",8750,1134,"_Disneyy_Quotes","What I like best is just doing nothing.","Christopher Robin","Movies",5,3,"best","noth","just"
"1135",8751,1135,"_Disneyy_Quotes","The only way to learn it is to do it.","Archimedes (The Sword in the Stone)","Movies",3,4,"learn","way",NA
"1136",8752,1136,"_Disneyy_Quotes","You get to go find a new dream.","Flynn Rider (Tangled)","Movies",2,2,"new","find","dream"
"1137",8757,1137,"_Disneyy_Quotes","I've just met you and I love you.","Dug (Up)","Movies",0,4,"met","ive","just"
"1138",8771,1138,"_Disneyy_Quotes","I can't pick someone I'm not in love with.","Minnie Mouse","Movies",3,5,"pick","someon","cant"
"1139",8775,1139,"_Disneyy_Quotes","Change is good. Yeah, but it's not easy.","The Lion King","Movies",5,7,"yeah","easi","chang"
"1140",8776,1140,"_Disneyy_Quotes","Stop taking everything so seriously.","Mother Gothel (Tangled)","Movies",1,3,"serious","take","stop"
"1141",8780,1141,"_Disneyy_Quotes","We can't just run away from who we are.","Brave","Movies",2,3,"run","away","cant"
"1142",8787,1142,"_Disneyy_Quotes","The 21 highest superhero salaries of all time;","Unknown","Movies",0,0,"highest","salari","superhero"
"1143",8790,1143,"_Disneyy_Quotes","When in doubt, remain silent.","Hamish (Alice in Wonderland)","Movies",1,4,"remain","silent","doubt"
"1144",8794,1144,"_Disneyy_Quotes","Celebs before and after makeup.","Unknown","Movies",0,2,"makeup","celeb",NA
"1145",8799,1145,"_Disneyy_Quotes","That's no smile. That's a mask of pain.","Mushu (Mulan II)","Movies",1,2,"that","mask","pain"
"1146",8804,1146,"_Disneyy_Quotes","Smiles can be catching.","Pooh","Movies",5,9,"catch","smile","can"
"1147",8807,1147,"_Disneyy_Quotes","A simple hello would do. Thank you very much.","Pooh","Movies",3,7,"simpl","thank","hello"
"1148",8808,1148,"_Disneyy_Quotes","When I'm with you, I feel at home.","Pooh's Lullaby","Movies",1,5,"home","feel",NA
"1149",8810,1149,"_Disneyy_Quotes","Friends stick to you like honey.","Pooh","Movies",5,7,"honey","stick","friend"
"1150",8811,1150,"_Disneyy_Quotes","We've all heard","Unknown","Movies",0,0,"weve","heard",NA
"1151",8815,1151,"_Disneyy_Quotes","I know love will find a way.","Kiara (The Lion King II)","Movies",2,4,"find","will","way"
"1152",8818,1152,"_Disneyy_Quotes","I liked you. My mistake.","Colette (Ratatouille)","Movies",2,5,"mistak","like",NA
"1153",8826,1153,"_Disneyy_Quotes","A jealous female can be tricked into anything.","Captain Hook (Peter Pan)","Movies",1,3,"femal","trick","jealous"
"1154",8835,1154,"_Disneyy_Quotes","Reach for the sky.","Woody (Toy Story)","Movies",2,5,"reach","sky",NA
"1155",8837,1155,"_Disneyy_Quotes","The only way to fix a friendship is to try.","Pooh","Movies",11,19,"fix","friendship","tri"
"1156",8845,1156,"_Disneyy_Quotes","I've just met you and I love you.","Dug (Up)","Movies",3,4,"met","ive","just"
"1157",8849,1157,"_Disneyy_Quotes","Today's special moments are tomorrow's memories.","Genie (The Return of Jafar)","Movies",6,9,"special","moment","memori"
"1158",8853,1158,"_Disneyy_Quotes","You don't know what you want.","Luigi (Cars)","Movies",5,2,"want","dont","know"
"1159",8854,1159,"_Disneyy_Quotes","Be mysterious as the dark side of the moon.","Shang (Mulan)","Movies",4,5,"moon","mysteri","side"
"1160",8857,1160,"_Disneyy_Quotes","What I like best is just doing nothing.","Christopher Robin","Movies",1,2,"best","noth","just"
"1161",8859,1161,"_Disneyy_Quotes","It wasn't a dream at all. It was a memory.","Alice (Alice in Wonderland)","Movies",1,6,"wasnt","memori","dream"
"1162",8865,1162,"_Disneyy_Quotes","You are never too old for a Disney movie.","Unknown","Movies",9,12,"movi","disney","old"
"1163",8875,1163,"_Disneyy_Quotes","Crying won't help.","Doorknob (Alice in Wonderland)","Movies",1,3,"cri","wont","help"
"1164",8880,1164,"_Disneyy_Quotes","I've just met you and I love you.","Dug (Up)","Movies",2,4,"met","ive","just"
"1165",8884,1165,"_Disneyy_Quotes","Nothing was ever accomplished with tears.","Absolem (Alice in Wonderland)","Movies",1,5,"accomplish","tear","ever"
"1166",8886,1166,"_Disneyy_Quotes","Smiles can be catching.","Pooh","Movies",4,4,"catch","smile","can"
"1167",8890,1167,"_Disneyy_Quotes","There's nothing in the world quite like a friend.","Aladdin","Movies",3,10,"quit","there","friend"
"1168",8891,1168,"_Disneyy_Quotes","Who says you have to grow up?","Walt Disney","Movies",1,10,"say","grow",NA
"1169",8898,1169,"_Disneyy_Quotes","We can't just run away from who we are.","Elinor (Brave)","Movies",2,3,"run","away","cant"
"1170",8900,1170,"_Disneyy_Quotes","To infinity &amp;amp; beyond.","Toy Story","Movies",2,3,"ampamp","infin","beyond"
"1171",8905,1171,"_Disneyy_Quotes","With every ending comes a new beginning.","Kala (Tarzan Broadway)","Movies",3,5,"new","begin","end"
"1172",8909,1172,"_Disneyy_Quotes","Once you're grown up, you can't come back.","Peter Pan","Movies",4,5,"grown","back","cant"
"1173",8914,1173,"_Disneyy_Quotes","Remember who you are.","Mufasa (The Lion King)","Movies",3,6,"rememb",NA,NA
"1174",8923,1174,"_Disneyy_Quotes","With you here, I know that life is much more fun.","Pooh","Movies",4,4,"fun","much","life"
"1175",8924,1175,"_Disneyy_Quotes","There's nothing in the world quite like a friend.","Aladdin","Movies",2,2,"quit","there","friend"
"1176",8928,1176,"_Disneyy_Quotes","People who don't think probably don't have brains.","Pooh","Movies",5,7,"brain","probabl","dont"
"1177",8933,1177,"_Disneyy_Quotes","If you cut it down, then you'll never know.","Pocahontas","Movies",2,5,"cut","youll","know"
"1178",8934,1178,"_Disneyy_Quotes","Do or die, you gotta try.","A Bug's Life","Movies",4,3,"gotta","die","tri"
"1179",8942,1179,"_Disneyy_Quotes","Don't stress over anything that you can't change.","Mickey Mouse","Movies",9,8,"stress","anyth","cant"
"1180",8949,1180,"_Disneyy_Quotes","I was just giving myself some good advice.","Alice (Alice in Wonderland)","Movies",0,7,"advic","give","good"
"1181",8957,1181,"_Disneyy_Quotes","All I need is a chance.","Chicken Little","Movies",2,2,"chanc","need",NA
"1182",8960,1182,"_Disneyy_Quotes","It's the time of your life, so live it well.","A Bug's Life","Movies",4,8,"well","time","live"
"1183",8964,1183,"_Disneyy_Quotes","It's not easy to find someone to see your best.","Piglet","Movies",7,5,"easi","someon","best"
"1184",8971,1184,"_Disneyy_Quotes","Remember who you are.","Mufasa (The Lion King)","Movies",8,13,"rememb",NA,NA
"1185",8979,1185,"_Disneyy_Quotes","Love is never wrong and so it never dies.","The Lion King","Movies",9,12,"never","die","wrong"
"1186",8980,1186,"_Disneyy_Quotes","You know, you don't talk very much. I like you.","Ellie (Up)","Movies",8,9,"talk","much","dont"
"1187",8997,1187,"_Disneyy_Quotes","Rich people, old people, all got dreams.","Princess and the Frog","Movies",3,2,"peopl","rich","old"
"1188",8999,1188,"_Disneyy_Quotes","Things aren't always what they seem.","Jafar (Aladdin)","Movies",0,0,"arent","seem","alway"
"1189",9005,1189,"_Disneyy_Quotes","Please don't leave me. I love you.","Belle (Beauty and the Beast)","Movies",4,9,"pleas","leav","dont"
"1190",9011,1190,"_Disneyy_Quotes","That's no smile. That's a mask of pain.","Mushu (Mulan II)","Movies",5,2,"that","mask","pain"
"1191",9013,1191,"_Disneyy_Quotes","I'm still learning myself.","Mulan (Mulan II)","Movies",1,3,"still","learn",NA
"1192",9018,1192,"_Disneyy_Quotes","To infinity &amp;amp; beyond.","Toy Story","Movies",0,1,"ampamp","infin","beyond"
"1193",9019,1193,"_Disneyy_Quotes","Be strong. Never give up.","Jasmine (Aladdin Series)","Movies",0,3,"strong","give","never"
"1194",9022,1194,"_Disneyy_Quotes","Eyeliner ideas to make you look hot!","Unknown","Movies",0,0,"eyelin","hot","idea"
"1195",9025,1195,"_Disneyy_Quotes","If I do marry, I want it to be for love.","Jasmine (Aladdin)","Movies",0,14,"marri","want","love"
"1196",9029,1196,"_Disneyy_Quotes","You're weird, but I like you.","Dot (A Bug's Life)","Movies",4,6,"weird","your","like"
"1197",9035,1197,"_Disneyy_Quotes","You're in my world now, not your world.","Dr. Facilier (Princess and the Frog)","Movies",2,5,"world","now","your"
"1198",9036,1198,"_Disneyy_Quotes","I can't pick someone I'm not in love with.","Minnie Mouse","Movies",2,6,"pick","someon","cant"
"1199",9039,1199,"_Disneyy_Quotes","A simple hello would do. Thank you very much.","Pooh","Movies",5,5,"simpl","thank","hello"
"1200",9041,1200,"_Disneyy_Quotes","A woman appreciates a man who can make her laugh.","Genie (Aladdin)","Movies",6,7,"appreci","woman","laugh"
"1201",9042,1201,"_Disneyy_Quotes","Be mysterious as the dark side of the moon.","Shang (Mulan)","Movies",3,6,"moon","mysteri","side"
"1202",9052,1202,"_Disneyy_Quotes","OMG weirdest furniture ever! I want","Unknown","Movies",0,1,"furnitur","weirdest","omg"
"1203",9056,1203,"_Disneyy_Quotes","Life's full of tough choices, isn't it?","Ursula (The Little Mermaid)","Movies",4,6,"full","tough","choic"
"1204",9068,1204,"_Disneyy_Quotes","My father said, Differences can make you stronger.","Mulan (Mulan II)","Movies",4,9,"father","stronger","said"
"1205",9071,1205,"_Disneyy_Quotes","I'll know he's the one when he makes me laugh.","Minnie Mouse","Movies",4,8,"hes","laugh","ill"
"1206",9072,1206,"_Disneyy_Quotes","I don't want to grow up.","Wendy (Peter Pan)","Movies",2,10,"grow","want","dont"
"1207",9076,1207,"_Disneyy_Quotes","They say if you love something, let it go.","Phineas (Phineas and Ferb)","Movies",4,5,"someth","say","let"
"1208",9079,1208,"_Disneyy_Quotes","Sometimes friends are family, too.","Snow White (Disney Hallmark)","Movies",6,2,"famili","sometim","friend"
"1209",9080,1209,"_Disneyy_Quotes","I wonder how many wishes a star can give.","Pooh","Movies",3,4,"mani","star","wonder"
"1210",9083,1210,"_Disneyy_Quotes","Life flows along with a smile and a song.","Snow White","Movies",4,3,"along","flow","song"
"1211",9086,1211,"_Disneyy_Quotes","Celebs before and after makeup.","Unknown","Movies",0,1,"makeup","celeb",NA
"1212",9092,1212,"_Disneyy_Quotes","Pretty is nice, but still, it's just pretty.","Georgette (Oliver and Company)","Movies",3,4,"pretti","nice","still"
"1213",9098,1213,"_Disneyy_Quotes","If only you'd come back, I'll change my ways.","King Triton (The Little Mermaid Broadway)","Movies",1,5,"youd","back","ill"
"1214",9099,1214,"_Disneyy_Quotes","A woman appreciates a man who can make her laugh.","Genie (Aladdin)","Movies",6,8,"appreci","woman","laugh"
"1215",9108,1215,"_Disneyy_Quotes","Hakuna Matata. It's something I learned out here.","Simba (The Lion King)","Movies",2,4,"hakuna","matata","someth"
"1216",9117,1216,"_Disneyy_Quotes","These swimming pools are insane!","Unknown","Movies",1,1,"pool","swim","insan"
"1217",9118,1217,"_Disneyy_Quotes","Smiles can be catching.","Pooh","Movies",0,4,"catch","smile","can"
"1218",9121,1218,"_Disneyy_Quotes","What I like best is just doing nothing.","Christopher Robin","Movies",4,3,"best","noth","just"
"1219",9130,1219,"_Disneyy_Quotes","We can't just run away from who we are.","Elinor (Brave)","Movies",3,6,"run","away","cant"
"1220",9131,1220,"_Disneyy_Quotes","Keep smiling.","Eeyore","Movies",4,7,"keep","smile",NA
"1221",9133,1221,"_Disneyy_Quotes","Listen to me. The human world is a mess.","Sebastian (Little Mermaid)","Movies",5,4,"mess","human","listen"
"1222",9137,1222,"_Disneyy_Quotes","If I do marry, I want it to be for love.","Jasmine (Aladdin)","Movies",5,13,"marri","want","love"
"1223",9140,1223,"_Disneyy_Quotes","Check out Sexy Disney Pics! We think","Unknown","Movies",0,0,"check","pic","sexi"
"1224",9141,1224,"_Disneyy_Quotes","With every ending comes a new beginning.","Kala (Tarzan Broadway)","Movies",6,6,"new","begin","end"
"1225",9144,1225,"_Disneyy_Quotes","It makes me happy to see you so very happy.","Piglet","Movies",6,10,"happi","see","make"
"1226",9149,1226,"_Disneyy_Quotes","Lilo: Don't leave me, okay? | Stitch: Okay.","Lilo and Stitch","Movies",2,2,"okay","lilo","stitch"
"1227",9152,1227,"_Disneyy_Quotes","Even miracles take a little time.","Fairy Godmother (Cinderella)","Movies",1,5,"miracl","take","even"
"1228",9153,1228,"_Disneyy_Quotes","A fake reputation is all a man has.","Flynn Rider (Tangled)","Movies",3,3,"reput","fake","man"
